Id,Level,Assessment,Section,Title,RecommendedState,Mechanism,RegistryKey,RegistryValue,Notes
18.6.21.1,L1,Automated,18,"Ensure 'Minimize the number of simultaneous connections to the Internet or a Windows Domain' is set to 'Enabled: 3 = Prevent Wi-Fi when on Ethernet'","Enabled: 3 = Prevent Wi-Fi when on Ethernet",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\WcmSvc\GroupPolicy","fMinimizeConnections","agreed"
18.7.1,L1,Automated,18,"Ensure 'Allow Print Spooler to accept client connections' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\Software\Policies\Microsoft\Windows NT\Printers","RegisterSpoolerRemoteRpcEndPoint","resolved:raw"
18.7.2,L1,Automated,18,"Ensure 'Configure Redirection Guard' is set to 'Enabled: Redirection Guard Enabled'","Enabled: Redirection Guard Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Printers","RedirectionguardPolicy","agreed"
18.7.3,L1,Automated,18,"Ensure 'Configure RPC connection settings: Protocol to use for outgoing RPC connections' is set to 'Enabled: RPC over TCP'","Enabled: RPC over TCP",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Printers\RPC","RpcUseNamedPipeProtocol","resolved:raw"
18.7.4,L1,Automated,18,"Ensure 'Configure RPC connection settings: Use authentication for outgoing RPC connections' is set to 'Enabled: Default'","Enabled: Default",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Printers\RPC","RpcAuthentication","agreed"
18.7.5,L1,Automated,18,"Ensure 'Configure RPC listener settings: Protocols to allow for incoming RPC connections' is set to 'Enabled: RPC over TCP'","Enabled: RPC over TCP",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Printers\RPC","RpcProtocols","resolved:raw"
18.7.6,L1,Automated,18,"Ensure 'Configure RPC listener settings: Authentication protocol to use for incoming RPC connections:' is set to 'Enabled: Negotiate' or higher","Enabled: Negotiate or higher",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Printers\RPC","ForceKerberosForRpc","agreed"
18.7.7,L1,Automated,18,"Ensure 'Configure RPC over TCP port' is set to 'Enabled: 0'","Enabled: 0",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Printers\RPC","RpcTcpPort","agreed"
18.7.8,L1,Automated,18,"Ensure 'Configure RPC packet level privacy setting for incoming connections' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SYSTEM\CurrentControlSet\Control\Print","RpcAuthnLevelPrivacyEnabled","agreed"
18.7.10,L1,Automated,18,"Ensure 'Limits print driver installation to Administrators' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Printers\PointAndPrint","RestrictDriverInstallationToAdministrators","resolved:raw"
18.7.11,L1,Automated,18,"Ensure 'Manage processing of Queue-specific files' is set to 'Enabled: Limit Queue-specific files to Color profiles'","Enabled: Limit Queue-specific files to Color profiles",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Printers","CopyFilesPolicy","agreed"
18.7.12,L1,Automated,18,"Ensure 'Point and Print Restrictions: When installing drivers for a new connection' is set to 'Enabled: Show warning and elevation prompt'","Enabled: Show warning and elevation prompt",RegistrySettings-Standalone.ps1,"HKLM\Software\Policies\Microsoft\Windows NT\Printers\PointAndPrint","NoWarningNoElevationOnInstall","resolved:raw"
18.7.13,L1,Automated,18,"Ensure 'Point and Print Restrictions: When updating drivers for an existing connection' is set to 'Enabled: Show warning and elevation prompt'","Enabled: Show warning and elevation prompt",RegistrySettings-Standalone.ps1,"HKLM\Software\Policies\Microsoft\Windows NT\Printers\PointAndPrint","UpdatePromptSettings","resolved:raw"
18.9.3.1,L1,Automated,18,"Ensure 'Include command line in process creation events' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Audit","ProcessCreationIncludeCmdLine_Enabled","agreed"
18.9.4.1,L1,Automated,18,"Ensure 'Encryption Oracle Remediation' is set to 'Enabled: Force Updated Clients'","Enabled: Force Updated Clients",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\CredSSP\Parameters","AllowEncryptionOracle","resolved:layout"
18.9.4.2,L1,Automated,18,"Ensure 'Remote host allows delegation of non- exportable credentials' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\CredentialsDelegation","AllowProtectedCreds","agreed"
18.9.7.2,L1,Automated,18,"Ensure 'Prevent device metadata retrieval from the Internet' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\Device Metadata","PreventDeviceMetadataFromNetwork","resolved:raw"
18.9.13.1,L1,Automated,18,"Ensure 'Boot-Start Driver Initialization Policy' is set to 'Enabled: Good, unknown and bad but critical'","Enabled: Good, unknown and bad but critical",RegistrySettings-Standalone.ps1,"HKLM\SYSTEM\CurrentControlSet\Policies\EarlyLaunch","DriverLoadPolicy","agreed"
18.9.19.2,L1,Automated,18,"Ensure 'Continue experiences on this device' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\System","EnableCdp","agreed"
18.9.20.1.1,L1,Automated,18,"Ensure 'Turn off downloading of print drivers over HTTP' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Printers","DisableWebPnPDownload","agreed"
18.9.20.1.5,L1,Automated,18,"Ensure 'Turn off Internet download for Web publishing and online ordering wizards' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoWebServices","agreed"
18.9.24.1,L1,Automated,18,"Ensure 'Enumeration policy for external devices incompatible with Kernel DMA Protection' is set to 'Enabled: Block All'","Enabled: Block All",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\Kernel DMA Protection","DeviceEnumerationPolicy","resolved:raw"
18.9.26.1,L1,Automated,18,"Ensure 'Allow Custom SSPs and APs to be loaded into LSASS' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\System","AllowCustomSSPsAPs","agreed"
18.9.28.1,L1,Automated,18,"Ensure 'Block user from showing account details on sign-in' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\System","BlockUserFromShowingAccountDetailsOnSignin","agreed"
18.9.28.2,L1,Automated,18,"Ensure 'Do not display network selection UI' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\System","DontDisplayNetworkSelectionUI","agreed"
18.9.28.3,L1,Automated,18,"Ensure 'Turn off app notifications on the lock screen' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\System","DisableLockScreenAppNotifications","agreed"
18.9.28.4,L1,Automated,18,"Ensure 'Turn on convenience PIN sign-in' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\System","AllowDomainPINLogon","agreed"
18.9.33.6.3,L1,Automated,18,"Ensure 'Require a password when a computer wakes (on battery)' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51","DCSettingIndex","resolved:layout"
18.9.33.6.4,L1,Automated,18,"Ensure 'Require a password when a computer wakes (plugged in)' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51","ACSettingIndex","resolved:layout"
18.9.35.1,L1,Automated,18,"Ensure 'Configure Offer Remote Assistance' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","fAllowUnsolicited","resolved:raw"
18.9.35.2,L1,Automated,18,"Ensure 'Configure Solicited Remote Assistance' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","fAllowToGetHelp","agreed"
18.9.36.1,L1,Automated,18,"Ensure 'Enable RPC Endpoint Mapper Client Authentication' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Rpc","EnableAuthEpResolution","agreed"
18.9.51.1.1,L1,Automated,18,"Ensure 'Enable Windows NTP Client' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\W32Time\TimeProviders\NtpClient","Enabled","agreed"
18.10.4.2,L1,Automated,18,"Ensure 'Not allow per-user unsigned packages to install by default (requires explicitly allow per install)' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\Appx","DisablePerUserUnsignedPackagesByDefault","agreed"
18.10.6.1,L1,Automated,18,"Ensure 'Allow Microsoft accounts to be optional' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","MSAOptional","agreed"
18.10.8.1,L1,Automated,18,"Ensure 'Disallow Autoplay for non-volume devices' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\Explorer","NoAutoplayfornonVolume","agreed"
18.10.8.2,L1,Automated,18,"Ensure 'Set the default behavior for AutoRun' is set to 'Enabled: Do not execute any autorun commands'","Enabled: Do not execute any autorun commands",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoAutorun","agreed"
18.10.8.3,L1,Automated,18,"Ensure 'Turn off Autoplay' is set to 'Enabled: All drives'","Enabled: All drives",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoDriveTypeAutoRun","resolved:layout"
18.10.9.1.1,L1,Automated,18,"Ensure 'Configure enhanced anti-spoofing' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Biometrics\FacialFeatures","EnhancedAntiSpoofing","agreed"
18.10.13.1,L1,Automated,18,"Ensure 'Turn off cloud consumer account state content' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\CloudContent","DisableConsumerAccountStateContent","agreed"
18.10.13.3,L1,Automated,18,"Ensure 'Turn off Microsoft consumer experiences' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\CloudContent","DisableWindowsConsumerFeatures","agreed"
18.10.14.1,L1,Automated,18,"Ensure 'Require pin for pairing' is set to 'Enabled: First Time' OR 'Enabled: Always'","Enabled: First Time OR Enabled: Always",NEEDS REVIEW,"HKLM\SOFTWARE\Policies\Microsoft\Windows\Connect","RequirePinForPairing","agreed"
18.10.15.1,L1,Automated,18,"Ensure 'Do not display the password reveal button' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\CredUI","DisablePasswordReveal","agreed"
18.10.15.2,L1,Automated,18,"Ensure 'Enumerate administrator accounts on elevation' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI","EnumerateAdministrators","agreed"
18.10.16.1,L1,Automated,18,"Ensure 'Allow Diagnostic Data' is set to 'Enabled: Diagnostic data off (not recommended)' or 'Enabled: Send required diagnostic data'","Enabled: Diagnostic data off (not recommended) or Enabled: Send required diagnostic data",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\DataCollection","AllowTelemetry","agreed"
18.10.16.3,L1,Automated,18,"Ensure 'Disable OneSettings Downloads' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\DataCollection","DisableOneSettingsDownloads","agreed"
18.10.16.4,L1,Automated,18,"Ensure 'Do not show feedback notifications' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\DataCollection","DoNotShowFeedbackNotifications","agreed"
18.10.16.5,L1,Automated,18,"Ensure 'Enable OneSettings Auditing' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\DataCollection","EnableOneSettingsAuditing","agreed"
18.10.16.6,L1,Automated,18,"Ensure 'Limit Diagnostic Log Collection' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\DataCollection","LimitDiagnosticLogCollection","agreed"
18.10.16.7,L1,Automated,18,"Ensure 'Limit Dump Collection' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\DataCollection","LimitDumpCollection","agreed"
18.10.18.2,L1,Automated,18,"Ensure 'Enable App Installer Experimental Features' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\AppInstaller","EnableExperimentalFeatures","agreed"
18.10.18.3,L1,Automated,18,"Ensure 'Enable App Installer Hash Override' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\AppInstaller","EnableHashOverride","agreed"
18.10.18.4,L1,Automated,18,"Ensure 'Enable App Installer Local Archive Malware Scan Override' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\AppInstaller","EnableLocalArchiveMalwareScanOverride","agreed"
18.10.18.5,L1,Automated,18,"Ensure 'Enable App Installer ms-appinstaller protocol' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\AppInstaller","EnableMSAppInstallerProtocol","agreed"
18.10.18.6,L1,Automated,18,"Ensure 'Enable App Installer Microsoft Store Source Certificate Validation Bypass' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\AppInstaller","EnableBypassCertificatePinningForMicrosoftStore","agreed"
18.10.26.1.1,L1,Automated,18,"Ensure 'Application: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\EventLog\Application","Retention","agreed"
18.10.26.1.2,L1,Automated,18,"Ensure 'Application: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'","Enabled: 32,768 or greater",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\EventLog\Application","MaxSize","agreed"
18.10.26.2.1,L1,Automated,18,"Ensure 'Security: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\EventLog\Security","Retention","agreed"
18.10.26.2.2,L1,Automated,18,"Ensure 'Security: Specify the maximum log file size (KB)' is set to 'Enabled: 196,608 or greater'","Enabled: 196,608 or greater",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\EventLog\Security","MaxSize","agreed"
18.10.26.3.1,L1,Automated,18,"Ensure 'Setup: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\EventLog\Setup","Retention","agreed"
18.10.26.3.2,L1,Automated,18,"Ensure 'Setup: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'","Enabled: 32,768 or greater",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\EventLog\Setup","MaxSize","agreed"
18.10.26.4.1,L1,Automated,18,"Ensure 'System: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\EventLog\System","Retention","agreed"
18.10.26.4.2,L1,Automated,18,"Ensure 'System: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'","Enabled: 32,768 or greater",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\EventLog\System","MaxSize","agreed"
18.10.29.2,L1,Automated,18,"Ensure 'Do not apply the Mark of the Web tag to files copied from insecure sources' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\Explorer","DisableMotWOnInsecurePathCopy","agreed"
18.10.29.3,L1,Automated,18,"Ensure 'Turn off Data Execution Prevention for Explorer' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\Explorer","NoDataExecutionPrevention","agreed"
18.10.29.4,L1,Automated,18,"Ensure 'Turn off heap termination on corruption' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\Explorer","NoHeapTerminationOnCorruption","agreed"
18.10.29.5,L1,Automated,18,"Ensure 'Turn off shell protocol protected mode' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer","PreXPSP2ShellProtocolBehavior","agreed"
18.10.42.1,L1,Automated,18,"Ensure 'Block all consumer Microsoft account user authentication' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\MicrosoftAccount","DisableUserAuth","agreed"
18.10.43.4.1,L1,Automated,18,"Ensure 'Enable EDR in block mode' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Features","PassiveRemediation","agreed"
18.10.43.5.1,L1,Automated,18,"Ensure 'Configure local setting override for reporting to Microsoft MAPS' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Spynet","LocalSettingOverrideSpynetReporting","resolved:raw"
18.10.43.6.1.1,L1,Automated,18,"Ensure 'Configure Attack Surface Reduction rules' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR","ExploitGuard_ASR_Rules","resolved:raw"
18.10.43.6.1.2,L1,Automated,18,"Ensure 'Configure Attack Surface Reduction rules: Set the state for each ASR rule' is configured","26190899-1602-49e8-8b27-eb1d0a1ce869 - 1 (Block Office communication application from creating child processes) 3b576869-a4ec-4529-8536-b80a7769e899 - 1 (Block Office applications from creating executable content) 56a863a9-875e-4185-98a7-b882c64b5ce5 - 1 (Block abuse of exploited vulnerable signed drivers) 5beb7efe-fd9a-4556-801d-275e5ffc04cc - 1 (Block execution of potentially obfuscated scripts) 75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84 - 1 (Block Office applications from injecting code into other processes) 7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c - 1 (Block Adobe Reader from creating child processes) 9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2 - 1 (Block credential stealing from the Windows local security authority subsystem (lsass.exe)) b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4 - 1 (Block untrusted and unsigned processes that run from USB) be9ba2d9-53ea-4cdc-84e5-9b1eeee46550 - 1 (Block executable content from email client and webmail) d3e037e1-3eb8-44c8-a917-57927947596d - 1 (Block JavaScript or VBScript from launching downloaded executable content) d4f940ab-401b-4efc-aadc-ad5f3c50688a - 1 (Block Office applications from creating child processes) e6db77e5-3df2-4cf1-b95a-636979351e5b - 1 (Block persistence through WMI event subscription)",NEEDS REVIEW,"","",""
18.10.43.6.3.1,L1,Automated,18,"Ensure 'Prevent users and apps from accessing dangerous websites' is set to 'Enabled: Block'","Enabled: Block",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Network Protection","EnableNetworkProtection","agreed"
18.10.43.7.1,L1,Automated,18,"Ensure 'Enable file hash computation feature' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\MpEngine","EnableFileHashComputation","resolved:raw"
18.10.43.10.1,L1,Automated,18,"Ensure 'Configure real-time protection and Security Intelligence Updates during OOBE' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection","OobeEnableRtpAndSigUpdate","resolved:raw"
18.10.43.10.2,L1,Automated,18,"Ensure 'Scan all downloaded files and attachments' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection","DisableIOAVProtection","resolved:raw"
18.10.43.10.3,L1,Automated,18,"Ensure 'Turn off real-time protection' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection","DisableRealtimeMonitoring","resolved:raw"
18.10.43.10.4,L1,Automated,18,"Ensure 'Turn on behavior monitoring' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection","DisableBehaviorMonitoring","resolved:raw"
18.10.43.10.5,L1,Automated,18,"Ensure 'Turn on script scanning' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection","DisableScriptScanning","resolved:raw"
18.10.43.11.1.1.2,L1,Automated,18,"Ensure 'Configure Remote Encryption Protection Mode' is set to 'Enabled: Audit' or higher","Enabled:",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Remediation\Behavioral Network Blocks\Brute Force Protection","BruteForceProtectionConfiguredState","agreed"
18.10.43.13.1,L1,Automated,18,"Ensure 'Scan excluded files and directories during quick scans' is set to 'Enabled: 1'","Enabled: 1",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Scan","QuickScanIncludeExclusions","resolved:raw"
18.10.43.13.2,L1,Automated,18,"Ensure 'Scan packed executables' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Scan","DisablePackedExeScanning","resolved:raw"
18.10.43.13.3,L1,Automated,18,"Ensure 'Scan removable drives' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Scan","DisableRemovableDriveScanning","resolved:raw"
18.10.43.13.4,L1,Automated,18,"Ensure 'Trigger a quick scan after X days without any scans' is set to 'Enabled: 7'","Enabled: 7 days",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Scan","DaysUntilAggressiveCatchupQuickScan","resolved:raw"
18.10.43.13.5,L1,Automated,18,"Ensure 'Turn on e-mail scanning' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\Scan","DisableEmailScanning","agreed"
18.10.43.16,L1,Automated,18,"Ensure 'Configure detection for potentially unwanted applications' is set to 'Enabled: Block'","Enabled: Block",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender","PUAProtection","agreed"
18.10.43.17,L1,Automated,18,"Ensure 'Control whether exclusions are visible to local users' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender","HideExclusionsFromLocalUsers","resolved:raw"
18.10.51.1,L1,Automated,18,"Ensure 'Prevent the usage of OneDrive for file storage' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\OneDrive","DisableFileSyncNGSC","agreed"
18.10.57.2.2,L1,Automated,18,"Ensure 'Do not allow passwords to be saved' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","DisablePasswordSaving","resolved:raw"
18.10.57.3.3.3,L1,Automated,18,"Ensure 'Do not allow drive redirection' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","fDisableCdm","agreed"
18.10.57.3.9.1,L1,Automated,18,"Ensure 'Always prompt for password upon connection' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","fPromptForPassword","resolved:raw"
18.10.57.3.9.2,L1,Automated,18,"Ensure 'Require secure RPC communication' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","fEncryptRPCTraffic","resolved:raw"
18.10.57.3.9.3,L1,Automated,18,"Ensure 'Require use of specific security layer for remote (RDP) connections' is set to 'Enabled: SSL'","Enabled: SSL",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","SecurityLayer","agreed"
18.10.57.3.9.4,L1,Automated,18,"Ensure 'Require user authentication for remote connections by using Network Level Authentication' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","UserAuthentication","resolved:raw"
18.10.57.3.9.5,L1,Automated,18,"Ensure 'Set client connection encryption level' is set to 'Enabled: High Level'","Enabled: High Level",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","MinEncryptionLevel","resolved:raw"
18.10.57.3.11.1,L1,Automated,18,"Ensure 'Do not delete temp folders upon exit' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","DeleteTempDirsOnExit","resolved:raw"
18.10.57.3.11.2,L1,Automated,18,"Ensure 'Do not use temporary folders per session' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","PerSessionTempDir","resolved:raw"
18.10.58.1,L1,Automated,18,"Ensure 'Prevent downloading of enclosures' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Internet Explorer\Feeds","DisableEnclosureDownload","resolved:raw"
18.10.58.2,L1,Automated,18,"Ensure 'Turn on Basic feed authentication over HTTP' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\Software\Policies\Microsoft\Internet Explorer\Feeds","AllowBasicAuthInClear","resolved:raw"
